chr1	10597697	10597903	uc.1
chr1	10732543	10732749	uc.2
chr1	10751165	10751389	uc.3
chr1	10758249	10758607	uc.4
chr1	10781351	10781564	uc.5
chr1	10795121	10795421	uc.6
chr1	10836133	10836388	uc.7
chr1	10851818	10852033	uc.8
chr1	10925410	10925611	uc.9
chr1	10965574	10965848	uc.10
chr1	35650227	35650427	uc.12
chr1	36359190	36359426	uc.13
chr1	38495004	38495216	uc.14
chr1	38561076	38561308	uc.15
chr1	38628199	38628409	uc.16
chr1	38802151	38802387	uc.17
chr1	44715661	44715898	uc.18
chr1	44990312	44990567	uc.19
chr1	45002372	45002640	uc.20
chr1	49112986	49113220	uc.21
chr1	51006231	51006538	uc.22
chr1	51035777	51036005	uc.23
chr1	51099145	51099480	uc.24
chr1	51166034	51166268	uc.25
chr1	63369646	63369857	uc.26
chr1	63369880	63370169	uc.27
chr1	70696713	70697067	uc.28
chr1	87822383	87822601	uc.29
chr1	88029000	88029242	uc.30
chr1	88928018	88928270	uc.31
chr1	97271737	97272048	uc.33
chr1	97280172	97280379	uc.34
chr1	98002282	98002486	uc.35
chr1	109240428	109240691	uc.36
chr1	115280053	115280254	uc.37
chr1	163939955	163940178	uc.38
chr1	164023535	164023890	uc.39
chr1	164637962	164638208	uc.40
chr1	213598767	213598982	uc.41
chr1	215889032	215889297	uc.42
chr1	243896035	243896291	uc.43
chr1	244217707	244217936	uc.44
chr1	245016686	245016888	uc.45
chr1	245017603	245017819	uc.46
chr2	7774651	7774877	uc.47
chr2	20478333	20478630	uc.48
chr2	33813409	33813615	uc.49
chr2	38976301	38976522	uc.50
chr2	57972559	57972765	uc.51
chr2	59108186	59108459	uc.52
chr2	59133311	59133542	uc.53
chr2	59199403	59199611	uc.54
chr2	59746578	59746817	uc.55
chr2	59947831	59948032	uc.56
chr2	60139240	60139485	uc.57
chr2	60297963	60298165	uc.58
chr2	60298383	60298602	uc.59
chr2	60441560	60441776	uc.60
chr2	60687573	60687898	uc.61
chr2	60780682	60780915	uc.62
chr2	61752501	61752778	uc.63
chr2	63194091	63194335	uc.64
chr2	66298591	66298802	uc.65
chr2	73175003	73175249	uc.66
chr2	104736726	104736942	uc.67
chr2	143914722	143914976	uc.68
chr2	144112110	144112410	uc.69
chr2	144437339	144437575	uc.70
chr2	144712856	144713103	uc.71
chr2	144714972	144715378	uc.72
chr2	144762313	144762513	uc.73
chr2	144825963	144826500	uc.74
chr2	145145850	145146085	uc.75
chr2	145161133	145161467	uc.76
chr2	145185765	145186060	uc.77
chr2	145188354	145188601	uc.78
chr2	145197177	145197471	uc.79
chr2	145200852	145201145	uc.80
chr2	147134065	147134275	uc.81
chr2	156727099	156727308	uc.82
chr2	156991627	156991922	uc.83
chr2	157194706	157194914	uc.84
chr2	157551414	157551661	uc.85
chr2	157660110	157660449	uc.86
chr2	157900269	157900558	uc.87
chr2	162095042	162095353	uc.88
chr2	162238673	162238979	uc.89
chr2	162273027	162273232	uc.90
chr2	163045022	163045228	uc.91
chr2	164450679	164450987	uc.92
chr2	164661907	164662169	uc.93
chr2	164844170	164844369	uc.94
chr2	171571530	171571780	uc.95
chr2	172820674	172820934	uc.96
chr2	172822631	172823072	uc.97
chr2	172956518	172956755	uc.98
chr2	172958381	172958778	uc.99
chr2	174114780	174114986	uc.100
chr2	174774481	174774734	uc.101
chr2	174946409	174946746	uc.102
chr2	174969672	174969904	uc.103
chr2	174986934	174987149	uc.104
chr2	174989787	174990009	uc.105
chr2	175025423	175025628	uc.106
chr2	175207608	175207844	uc.107
chr2	176940357	176940730	uc.108
chr2	177503338	177503561	uc.109
chr2	237071382	237071624	uc.110
chr3	9471461	9471756	uc.111
chr3	18169564	18169909	uc.112
chr3	18676404	18676650	uc.113
chr3	18844450	18844743	uc.114
chr3	19034158	19034376	uc.115
chr3	70566424	70566629	uc.116
chr3	70871840	70872090	uc.117
chr3	70872092	70872310	uc.118
chr3	114433467	114433767	uc.119
chr3	114435039	114435308	uc.120
chr3	114575474	114575766	uc.121
chr3	114611891	114612105	uc.122
chr3	136983544	136984035	uc.123
chr3	137048444	137048730	uc.124
chr3	137068317	137068581	uc.125
chr3	137125648	137125918	uc.126
chr3	147030708	147030979	uc.127
chr3	147049638	147049936	uc.128
chr3	152164387	152164598	uc.129
chr3	157776574	157776797	uc.130
chr3	157990040	157990246	uc.131
chr3	158026159	158026366	uc.132
chr3	158026478	158026754	uc.133
chr3	158245904	158246114	uc.134
chr3	168834283	168834483	uc.135
chr3	169193952	169194298	uc.136
chr3	180436857	180437241	uc.137
chr3	185649296	185649714	uc.138
chr4	4523440	4523777	uc.139
chr4	13009870	13010092	uc.140
chr4	24529162	24529456	uc.141
chr4	41750069	41750327	uc.142
chr4	76579124	76579341	uc.143
chr4	83346665	83346869	uc.144
chr4	105346313	105346560	uc.145
chr4	111916476	111916689	uc.146
chr4	151236383	151236690	uc.147
chr4	151493952	151494191	uc.148
chr4	151494193	151494396	uc.149
chr5	3512621	3512882	uc.150
chr5	32380137	32380350	uc.151
chr5	50335638	50335838	uc.152
chr5	72195686	72195925	uc.153
chr5	72210015	72210217	uc.154
chr5	76934364	76934570	uc.155
chr5	76935419	76935631	uc.156
chr5	76941161	76941367	uc.157
chr5	77140253	77140476	uc.158
chr5	77147932	77148403	uc.159
chr5	77268844	77269165	uc.160
chr5	77358529	77358806	uc.161
chr5	81147361	81147578	uc.162
chr5	87168623	87168998	uc.163
chr5	87240405	87240607	uc.164
chr5	87692933	87693156	uc.165
chr5	87961805	87962114	uc.166
chr5	88179624	88179824	uc.167
chr5	90928793	90929012	uc.168
chr5	92921017	92921220	uc.169
chr5	93227670	93227979	uc.170
chr5	93575847	93576054	uc.171
chr5	93650719	93650936	uc.172
chr5	133726160	133726435	uc.173
chr5	138643654	138643913	uc.174
chr5	158341838	158342087	uc.175
chr5	167332695	167332940	uc.176
chr5	170417629	170417885	uc.177
chr5	170417998	170418246	uc.178
chr5	170628212	170628430	uc.179
chr5	170628489	170628713	uc.180
chr5	170629479	170629756	uc.181
chr5	170703079	170703317	uc.182
chr5	171384520	171384755	uc.183
chr5	173385292	173385521	uc.184
chr5	178044307	178044717	uc.185
chr5	179046197	179046501	uc.186
chr6	10394677	10394888	uc.187
chr6	16299384	16299598	uc.188
chr6	36567517	36568089	uc.189
chr6	41523440	41523639	uc.190
chr6	51076794	51077001	uc.191
chr6	51148997	51149240	uc.192
chr6	86321686	86322004	uc.193
chr6	93969064	93969264	uc.194
chr6	97663356	97663628	uc.195
chr6	98116540	98116760	uc.196
chr6	98362799	98363022	uc.197
chr6	98719889	98720195	uc.198
chr6	98813855	98814110	uc.199
chr6	98995533	98995786	uc.200
chr6	100051984	100052223	uc.201
chr6	100973983	100974212	uc.202
chr6	163991704	163991906	uc.203
chr7	1265904	1266105	uc.204
chr7	20829789	20830040	uc.205
chr7	21003765	21004263	uc.206
chr7	21811493	21811722	uc.207
chr7	23561670	23561887	uc.208
chr7	23561888	23562137	uc.209
chr7	26697078	26697334	uc.210
chr7	26729472	26729762	uc.211
chr7	27141938	27142142	uc.212
chr7	27183132	27183332	uc.213
chr7	31402398	31402640	uc.214
chr7	42192585	42192846	uc.215
chr7	50358155	50358466	uc.216
chr7	54636656	54636876	uc.217
chr7	69802975	69803260	uc.218
chr7	69980780	69980989	uc.219
chr7	96633916	96634172	uc.220
chr7	96641301	96641649	uc.221
chr7	114057171	114057371	uc.222
chr7	114058185	114058452	uc.223
chr7	114063019	114063313	uc.224
chr7	114072855	114073055	uc.225
chr7	114209318	114209522	uc.226
chr7	114295316	114295546	uc.227
chr7	115116697	115116961	uc.228
chr7	115134645	115134940	uc.229
chr7	115319461	115319698	uc.230
chr7	115582117	115582340	uc.231
chr7	121944606	121944852	uc.232
chr7	150828314	150828579	uc.233
chr7	156812385	156812656	uc.234
chr8	25775921	25776147	uc.235
chr8	37250469	37250735	uc.236
chr8	53137902	53138369	uc.237
chr8	53167117	53167474	uc.238
chr8	59942373	59942672	uc.239
chr8	65492539	65492744	uc.240
chr8	65497130	65497331	uc.241
chr8	66149297	66149561	uc.242
chr8	77690962	77691177	uc.243
chr8	105962349	105962669	uc.244
chr8	106333832	106334170	uc.245
chr8	119123218	119123501	uc.246
chr9	969154	969514	uc.247
chr9	974189	974410	uc.248
chr9	8095728	8095987	uc.249
chr9	13939910	13940118	uc.250
